date,country,value,source,indicator
2022-04-10,Algeria,10.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-11,Algeria,10.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-12,Algeria,10.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-13,Algeria,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-14,Algeria,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-15,Algeria,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-16,Algeria,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-17,Algeria,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-18,Algeria,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-19,Algeria,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-20,Algeria,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-21,Algeria,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-22,Algeria,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-23,Algeria,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-24,Algeria,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-25,Algeria,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-26,Algeria,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-27,Algeria,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-28,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-29,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-30,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-01,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-02,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-03,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-04,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-05,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-06,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-07,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-08,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-09,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-10,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-11,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-12,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-13,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-14,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-15,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-16,Algeria,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-17,Algeria,10.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-18,Algeria,10.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-19,Algeria,10.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-20,Algeria,10.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-21,Algeria,10.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-22,Algeria,10.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-23,Algeria,10.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-24,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-25,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-26,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-27,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-28,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-29,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-30,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-31,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-01,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-02,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-03,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-04,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-05,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-06,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-07,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-08,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-09,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-10,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-11,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-12,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-13,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-14,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-15,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-16,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-17,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-18,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-19,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-20,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-21,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-22,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-23,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-24,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-25,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-26,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-27,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-28,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-29,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-30,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-01,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-02,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-03,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-04,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-05,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-06,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-07,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-08,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-09,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-10,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-11,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-12,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-13,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-14,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-15,Algeria,10.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-16,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-17,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-18,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-19,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-20,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-21,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-22,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-23,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-24,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-25,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-26,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-27,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-28,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-29,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-30,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-31,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-01,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-02,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-03,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-04,Algeria,10.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-05,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-06,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-07,Algeria,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-08,Algeria,10.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-09,Algeria,10.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-10,Algeria,10.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-11,Algeria,10.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-12,Algeria,10.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-13,Algeria,10.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-14,Algeria,10.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-15,Algeria,10.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-16,Algeria,10.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-01,Angola,14.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-02,Angola,14.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-03,Angola,14.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-04,Angola,14.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-05,Angola,13.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-06,Angola,13.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-07,Angola,14.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-08,Angola,14.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-09,Angola,13.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-10,Angola,13.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-11,Angola,13.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-12,Angola,14.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-13,Angola,13.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-14,Angola,13.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-15,Angola,13.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-16,Angola,13.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-17,Angola,13.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-18,Angola,13.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-19,Angola,13.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-20,Angola,13.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-21,Angola,13.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-22,Angola,13.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-23,Angola,13.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-24,Angola,13.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-25,Angola,13.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-26,Angola,13.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-27,Angola,13.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-28,Angola,13.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-29,Angola,13.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-30,Angola,13.4,WFP HungerMapLive,% of People with Insufficient food Consumption
