date,value,value_high,value_low,iso_code,indicator
2021-12-10,4986300,4986300,4986300,BEN,people_with_insufficient_food_consumption
2021-12-11,5050380,5050380,5050380,BEN,people_with_insufficient_food_consumption
2021-12-12,5084654,5084654,5084654,BEN,people_with_insufficient_food_consumption
2021-12-13,5060202,5060202,5060202,BEN,people_with_insufficient_food_consumption
2021-12-14,5072309,5072309,5072309,BEN,people_with_insufficient_food_consumption
2021-12-15,5092870,5092870,5092870,BEN,people_with_insufficient_food_consumption
2021-12-16,5144980,5144980,5144980,BEN,people_with_insufficient_food_consumption
2021-12-17,5126577,5126577,5126577,BEN,people_with_insufficient_food_consumption
2021-12-18,5097711,5097711,5097711,BEN,people_with_insufficient_food_consumption
2021-12-19,5093563,5093563,5093563,BEN,people_with_insufficient_food_consumption
2021-12-20,5108261,5108261,5108261,BEN,people_with_insufficient_food_consumption
2021-12-21,5086663,5086663,5086663,BEN,people_with_insufficient_food_consumption
2021-12-22,5112301,5112301,5112301,BEN,people_with_insufficient_food_consumption
2021-12-23,5143092,5143092,5143092,BEN,people_with_insufficient_food_consumption
2021-12-24,5131604,5131604,5131604,BEN,people_with_insufficient_food_consumption
2021-12-25,5128681,5128681,5128681,BEN,people_with_insufficient_food_consumption
2021-12-26,5122675,5122675,5122675,BEN,people_with_insufficient_food_consumption
2021-12-27,5178483,5178483,5178483,BEN,people_with_insufficient_food_consumption
2021-12-28,5251521,5251521,5251521,BEN,people_with_insufficient_food_consumption
2021-12-29,5176360,5176360,5176360,BEN,people_with_insufficient_food_consumption
2021-12-30,5110019,5110019,5110019,BEN,people_with_insufficient_food_consumption
2021-12-31,5113763,5113763,5113763,BEN,people_with_insufficient_food_consumption
2022-01-01,5060123,5060123,5060123,BEN,people_with_insufficient_food_consumption
2022-01-02,5062145,5062145,5062145,BEN,people_with_insufficient_food_consumption
2022-01-03,5109074,5109074,5109074,BEN,people_with_insufficient_food_consumption
2022-01-04,5067918,5067918,5067918,BEN,people_with_insufficient_food_consumption
2022-01-05,5070418,5070418,5070418,BEN,people_with_insufficient_food_consumption
2022-01-06,5117122,5117122,5117122,BEN,people_with_insufficient_food_consumption
2022-01-07,5108519,5108519,5108519,BEN,people_with_insufficient_food_consumption
2022-01-08,5080856,5080856,5080856,BEN,people_with_insufficient_food_consumption
2022-01-09,5036287,5036287,5036287,BEN,people_with_insufficient_food_consumption
2022-01-10,4955347,4955347,4955347,BEN,people_with_insufficient_food_consumption
2022-01-11,4917495,4917495,4917495,BEN,people_with_insufficient_food_consumption
2022-08-24,12149887,12149887,12149887,BFA,people_with_insufficient_food_consumption
2022-08-25,12176917,12176917,12176917,BFA,people_with_insufficient_food_consumption
2022-08-26,12149863,12149863,12149863,BFA,people_with_insufficient_food_consumption
2022-08-27,12130715,12130715,12130715,BFA,people_with_insufficient_food_consumption
2022-08-28,12255425,12255425,12255425,BFA,people_with_insufficient_food_consumption
2022-08-29,12269078,12269078,12269078,BFA,people_with_insufficient_food_consumption
2022-08-30,12272224,12272224,12272224,BFA,people_with_insufficient_food_consumption
2022-08-31,12436914,12436914,12436914,BFA,people_with_insufficient_food_consumption
2022-09-01,12468149,12468149,12468149,BFA,people_with_insufficient_food_consumption
2022-09-02,12483402,12483402,12483402,BFA,people_with_insufficient_food_consumption
2022-09-03,12591664,12591664,12591664,BFA,people_with_insufficient_food_consumption
2022-09-04,12579002,12579002,12579002,BFA,people_with_insufficient_food_consumption
2022-09-05,12570423,12570423,12570423,BFA,people_with_insufficient_food_consumption
2022-09-06,12594479,12594479,12594479,BFA,people_with_insufficient_food_consumption
2022-09-07,12495680,12495680,12495680,BFA,people_with_insufficient_food_consumption
2022-09-08,12499732,12499732,12499732,BFA,people_with_insufficient_food_consumption
2022-09-09,12389141,12389141,12389141,BFA,people_with_insufficient_food_consumption
2022-09-10,12374671,12374671,12374671,BFA,people_with_insufficient_food_consumption
2022-09-11,12442713,12442713,12442713,BFA,people_with_insufficient_food_consumption
2022-09-12,12382235,12382235,12382235,BFA,people_with_insufficient_food_consumption
2022-09-13,12219636,12219636,12219636,BFA,people_with_insufficient_food_consumption
2022-09-14,12268347,12268347,12268347,BFA,people_with_insufficient_food_consumption
2022-09-15,12304283,12304283,12304283,BFA,people_with_insufficient_food_consumption
2022-09-16,12276399,12276399,12276399,BFA,people_with_insufficient_food_consumption
2022-09-17,12230819,12230819,12230819,BFA,people_with_insufficient_food_consumption
2022-09-18,12151845,12151845,12151845,BFA,people_with_insufficient_food_consumption
2022-09-19,12121342,12121342,12121342,BFA,people_with_insufficient_food_consumption
2022-09-20,12108294,12108294,12108294,BFA,people_with_insufficient_food_consumption
2022-09-21,12083221,12083221,12083221,BFA,people_with_insufficient_food_consumption
2022-09-22,12142352,12142352,12142352,BFA,people_with_insufficient_food_consumption
2022-09-23,12175222,12175222,12175222,BFA,people_with_insufficient_food_consumption
2022-09-24,12142548,12142548,12142548,BFA,people_with_insufficient_food_consumption
2022-09-25,12263845,12263845,12263845,BFA,people_with_insufficient_food_consumption
2022-09-26,12341893,12341893,12341893,BFA,people_with_insufficient_food_consumption
2022-09-27,12356641,12356641,12356641,BFA,people_with_insufficient_food_consumption
2022-09-28,12364843,12364843,12364843,BFA,people_with_insufficient_food_consumption
2022-09-29,12414682,12414682,12414682,BFA,people_with_insufficient_food_consumption
2022-09-30,12356852,12356852,12356852,BFA,people_with_insufficient_food_consumption
2022-10-01,12241784,12241784,12241784,BFA,people_with_insufficient_food_consumption
2022-10-02,12267945,12267945,12267945,BFA,people_with_insufficient_food_consumption
2022-10-03,12218207,12218207,12218207,BFA,people_with_insufficient_food_consumption
2022-10-04,12281479,12281479,12281479,BFA,people_with_insufficient_food_consumption
2022-10-05,12403138,12403138,12403138,BFA,people_with_insufficient_food_consumption
2022-10-06,12294774,12294774,12294774,BFA,people_with_insufficient_food_consumption
2022-10-07,12390235,12390235,12390235,BFA,people_with_insufficient_food_consumption
2022-10-08,12410596,12410596,12410596,BFA,people_with_insufficient_food_consumption
2022-10-09,12498258,12498258,12498258,BFA,people_with_insufficient_food_consumption
2022-10-10,12593120,12593120,12593120,BFA,people_with_insufficient_food_consumption
2022-10-11,12416572,12416572,12416572,BFA,people_with_insufficient_food_consumption
2022-10-12,12476668,12476668,12476668,BFA,people_with_insufficient_food_consumption
2022-10-13,12569991,12569991,12569991,BFA,people_with_insufficient_food_consumption
2022-10-14,12449560,12449560,12449560,BFA,people_with_insufficient_food_consumption
2022-10-15,12348644,12348644,12348644,BFA,people_with_insufficient_food_consumption
2022-10-16,12300894,12300894,12300894,BFA,people_with_insufficient_food_consumption
2022-10-17,12336039,12336039,12336039,BFA,people_with_insufficient_food_consumption
2022-10-18,12422674,12422674,12422674,BFA,people_with_insufficient_food_consumption
2022-10-19,12472261,12472261,12472261,BFA,people_with_insufficient_food_consumption
2022-10-20,12403381,12403381,12403381,BFA,people_with_insufficient_food_consumption
2022-10-21,12434086,12434086,12434086,BFA,people_with_insufficient_food_consumption
2022-10-22,12387701,12387701,12387701,BFA,people_with_insufficient_food_consumption
2022-10-23,12309482,12309482,12309482,BFA,people_with_insufficient_food_consumption
2022-10-24,12164468,12164468,12164468,BFA,people_with_insufficient_food_consumption
2022-10-25,11946777,11946777,11946777,BFA,people_with_insufficient_food_consumption
2022-10-26,11963479,11963479,11963479,BFA,people_with_insufficient_food_consumption
2022-10-27,11862187,11862187,11862187,BFA,people_with_insufficient_food_consumption
2022-10-28,11750249,11750249,11750249,BFA,people_with_insufficient_food_consumption
2022-10-29,11765138,11765138,11765138,BFA,people_with_insufficient_food_consumption
2022-10-30,11750019,11750019,11750019,BFA,people_with_insufficient_food_consumption
2022-10-31,11764955,11764955,11764955,BFA,people_with_insufficient_food_consumption
2022-11-01,11738691,11738691,11738691,BFA,people_with_insufficient_food_consumption
2022-11-02,11775285,11775285,11775285,BFA,people_with_insufficient_food_consumption
2022-11-03,11714178,11714178,11714178,BFA,people_with_insufficient_food_consumption
2022-11-04,11647442,11647442,11647442,BFA,people_with_insufficient_food_consumption
2022-11-05,11599091,11599091,11599091,BFA,people_with_insufficient_food_consumption
2022-11-06,11530671,11530671,11530671,BFA,people_with_insufficient_food_consumption
2022-11-07,11516430,11516430,11516430,BFA,people_with_insufficient_food_consumption
2022-11-08,11399828,11399828,11399828,BFA,people_with_insufficient_food_consumption
2022-11-09,11216625,11216625,11216625,BFA,people_with_insufficient_food_consumption
2022-11-10,11208628,11208628,11208628,BFA,people_with_insufficient_food_consumption
2022-11-11,11256200,11256200,11256200,BFA,people_with_insufficient_food_consumption
2022-11-12,11282806,11282806,11282806,BFA,people_with_insufficient_food_consumption
2022-11-13,11302175,11302175,11302175,BFA,people_with_insufficient_food_consumption
2022-11-14,11286173,11286173,11286173,BFA,people_with_insufficient_food_consumption
2022-11-15,11261110,11261110,11261110,BFA,people_with_insufficient_food_consumption
2022-11-16,11175989,11175989,11175989,BFA,people_with_insufficient_food_consumption
2022-11-17,11166442,11166442,11166442,BFA,people_with_insufficient_food_consumption
2022-11-18,11034994,11034994,11034994,BFA,people_with_insufficient_food_consumption
2022-11-19,11175442,11175442,11175442,BFA,people_with_insufficient_food_consumption
2022-11-20,11108980,11108980,11108980,BFA,people_with_insufficient_food_consumption
2022-11-21,11206282,11206282,11206282,BFA,people_with_insufficient_food_consumption
2022-11-22,11237893,11237893,11237893,BFA,people_with_insufficient_food_consumption
2022-11-23,11197911,11197911,11197911,BFA,people_with_insufficient_food_consumption
2022-11-24,11138411,11138411,11138411,BFA,people_with_insufficient_food_consumption
2022-08-24,26343170,30209284,23143212,BGD,people_with_insufficient_food_consumption
2022-08-25,26257142,30198065,22906404,BGD,people_with_insufficient_food_consumption
2022-08-26,26257142,30198065,22906404,BGD,people_with_insufficient_food_consumption
2022-08-27,26257142,30198065,22906404,BGD,people_with_insufficient_food_consumption
2022-08-28,26257142,30198065,22906404,BGD,people_with_insufficient_food_consumption
2022-08-29,26270137,30198065,22998142,BGD,people_with_insufficient_food_consumption
2022-08-30,26248998,30198065,22947719,BGD,people_with_insufficient_food_consumption
2022-08-31,26248998,30198065,22947719,BGD,people_with_insufficient_food_consumption
2022-09-01,36411436,41813515,31718217,BGD,people_with_insufficient_food_consumption
2022-09-02,36411436,41813515,31718217,BGD,people_with_insufficient_food_consumption
2022-09-03,36411436,41813515,31718217,BGD,people_with_insufficient_food_consumption
2022-09-04,36411436,41813515,31718217,BGD,people_with_insufficient_food_consumption
2022-09-05,36411436,41813515,31718217,BGD,people_with_insufficient_food_consumption
2022-09-06,36431716,41813515,31696484,BGD,people_with_insufficient_food_consumption
2022-09-07,36547579,41838513,31880330,BGD,people_with_insufficient_food_consumption
2022-09-08,36558216,41838513,31880330,BGD,people_with_insufficient_food_consumption
2022-09-09,36547579,41838513,31880330,BGD,people_with_insufficient_food_consumption
2022-09-10,36568854,41838513,31880330,BGD,people_with_insufficient_food_consumption
2022-09-11,37342730,42737241,32507317,BGD,people_with_insufficient_food_consumption
2022-09-12,37342730,42737241,32507317,BGD,people_with_insufficient_food_consumption
2022-09-13,37342730,42737241,32507317,BGD,people_with_insufficient_food_consumption
2022-09-14,37342730,42737241,32507317,BGD,people_with_insufficient_food_consumption
2022-09-15,37342730,42737241,32507317,BGD,people_with_insufficient_food_consumption
2022-09-16,37183169,42673488,32361670,BGD,people_with_insufficient_food_consumption
2022-09-17,37183169,42673488,32361670,BGD,people_with_insufficient_food_consumption
2022-09-18,37336907,42737241,32461301,BGD,people_with_insufficient_food_consumption
2022-09-19,37206657,42673488,32361670,BGD,people_with_insufficient_food_consumption
2022-09-20,37183169,42673488,32361670,BGD,people_with_insufficient_food_consumption
2022-09-21,37158709,42639188,32313292,BGD,people_with_insufficient_food_consumption
2022-09-22,37077693,42639188,32218760,BGD,people_with_insufficient_food_consumption
2022-09-23,37092534,42639188,32291492,BGD,people_with_insufficient_food_consumption
2022-09-24,37092534,42639188,32291492,BGD,people_with_insufficient_food_consumption
2022-09-25,37124145,42639188,32304026,BGD,people_with_insufficient_food_consumption
2022-09-26,37124145,42639188,32304026,BGD,people_with_insufficient_food_consumption
2022-09-27,37150836,42639188,32351551,BGD,people_with_insufficient_food_consumption
2022-09-28,37092534,42639188,32339017,BGD,people_with_insufficient_food_consumption
2022-09-29,37092534,42639188,32339017,BGD,people_with_insufficient_food_consumption
2022-09-30,37092534,42639188,32339017,BGD,people_with_insufficient_food_consumption
2022-10-01,37635616,43209443,33186576,BGD,people_with_insufficient_food_consumption
2022-10-02,37729140,43553055,33287219,BGD,people_with_insufficient_food_consumption
2022-10-03,37675413,43531260,33209277,BGD,people_with_insufficient_food_consumption
2022-10-04,37621796,43472203,33151744,BGD,people_with_insufficient_food_consumption
2022-10-05,37621796,43472203,33151744,BGD,people_with_insufficient_food_consumption
2022-10-06,37669919,43506098,33127151,BGD,people_with_insufficient_food_consumption
2022-10-07,37676497,43620047,33239586,BGD,people_with_insufficient_food_consumption
2022-10-08,37676497,43620047,33239586,BGD,people_with_insufficient_food_consumption
2022-10-09,37676497,43620047,33239586,BGD,people_with_insufficient_food_consumption
2022-10-10,37676497,43620047,33239586,BGD,people_with_insufficient_food_consumption
2022-10-11,37705244,43561000,33284521,BGD,people_with_insufficient_food_consumption
2022-10-12,37705244,43561000,33284521,BGD,people_with_insufficient_food_consumption
