year,name,Africa,America,Asia,"Developing countries, unspecified",Europe,Oceania,note
2011,Luxembourg,174.99,40.9,91.43,71.11,26.92,0.87,"<b>Africa:</b> 175.0 million<br><b>America:</b> 40.9 million<br><b>Asia:</b> 91.4 million<br><b>Developing countries, unspecified:</b> 71.1 million<br><b>Europe:</b> 26.9 million<br><b>Oceania:</b> 0.9 million"
2011,Netherlands,1780.02,305.83,872.53,2978.81,296.95,12.3,"<b>Africa:</b> 1,780.0 million<br><b>America:</b> 305.8 million<br><b>Asia:</b> 872.5 million<br><b>Developing countries, unspecified:</b> 2,978.8 million<br><b>Europe:</b> 296.9 million<br><b>Oceania:</b> 12.3 million"
2011,New Zealand,40.72,7.3,98.98,53.28,2.57,206.3,"<b>Africa:</b> 40.7 million<br><b>America:</b> 7.3 million<br><b>Asia:</b> 99.0 million<br><b>Developing countries, unspecified:</b> 53.3 million<br><b>Europe:</b> 2.6 million<br><b>Oceania:</b> 206.3 million"
2011,Norway,1606.52,310.66,966.72,1655.18,144.5,10.12,"<b>Africa:</b> 1,606.5 million<br><b>America:</b> 310.7 million<br><b>Asia:</b> 966.7 million<br><b>Developing countries, unspecified:</b> 1,655.2 million<br><b>Europe:</b> 144.5 million<br><b>Oceania:</b> 10.1 million"
2011,Poland,120.54,25.57,78.89,31.6,156.63,2.14,"<b>Africa:</b> 120.5 million<br><b>America:</b> 25.6 million<br><b>Asia:</b> 78.9 million<br><b>Developing countries, unspecified:</b> 31.6 million<br><b>Europe:</b> 156.6 million<br><b>Oceania:</b> 2.1 million"
2011,Portugal,489.49,26.34,84.97,37.88,59.75,1.56,"<b>Africa:</b> 489.5 million<br><b>America:</b> 26.3 million<br><b>Asia:</b> 85.0 million<br><b>Developing countries, unspecified:</b> 37.9 million<br><b>Europe:</b> 59.8 million<br><b>Oceania:</b> 1.6 million"
2011,Slovakia,25.52,4.83,12.73,18.02,24.09,0.43,"<b>Africa:</b> 25.5 million<br><b>America:</b> 4.8 million<br><b>Asia:</b> 12.7 million<br><b>Developing countries, unspecified:</b> 18.0 million<br><b>Europe:</b> 24.1 million<br><b>Oceania:</b> 0.4 million"
2011,Slovenia,16.64,3.65,9.4,10.3,21.78,0.33,"<b>Africa:</b> 16.6 million<br><b>America:</b> 3.7 million<br><b>Asia:</b> 9.4 million<br><b>Developing countries, unspecified:</b> 10.3 million<br><b>Europe:</b> 21.8 million<br><b>Oceania:</b> 0.3 million"
2011,South Korea,300.54,83.61,756.41,130.06,27.84,7.29,"<b>Africa:</b> 300.5 million<br><b>America:</b> 83.6 million<br><b>Asia:</b> 756.4 million<br><b>Developing countries, unspecified:</b> 130.1 million<br><b>Europe:</b> 27.8 million<br><b>Oceania:</b> 7.3 million"
2011,Spain,1453.0,891.51,616.77,674.09,420.7,10.88,"<b>Africa:</b> 1,453.0 million<br><b>America:</b> 891.5 million<br><b>Asia:</b> 616.8 million<br><b>Developing countries, unspecified:</b> 674.1 million<br><b>Europe:</b> 420.7 million<br><b>Oceania:</b> 10.9 million"
2011,Sweden,2261.53,246.22,1017.58,1641.52,364.29,9.83,"<b>Africa:</b> 2,261.5 million<br><b>America:</b> 246.2 million<br><b>Asia:</b> 1,017.6 million<br><b>Developing countries, unspecified:</b> 1,641.5 million<br><b>Europe:</b> 364.3 million<br><b>Oceania:</b> 9.8 million"
2011,Switzerland,889.81,203.92,661.37,1080.87,181.94,4.65,"<b>Africa:</b> 889.8 million<br><b>America:</b> 203.9 million<br><b>Asia:</b> 661.4 million<br><b>Developing countries, unspecified:</b> 1,080.9 million<br><b>Europe:</b> 181.9 million<br><b>Oceania:</b> 4.7 million"
2011,United Kingdom,5782.43,473.33,3589.45,3072.16,696.73,36.37,"<b>Africa:</b> 5,782.4 million<br><b>America:</b> 473.3 million<br><b>Asia:</b> 3,589.4 million<br><b>Developing countries, unspecified:</b> 3,072.2 million<br><b>Europe:</b> 696.7 million<br><b>Oceania:</b> 36.4 million"
2011,United States,10871.72,2599.56,9663.4,6904.27,558.77,260.63,"<b>Africa:</b> 10,871.7 million<br><b>America:</b> 2,599.6 million<br><b>Asia:</b> 9,663.4 million<br><b>Developing countries, unspecified:</b> 6,904.3 million<br><b>Europe:</b> 558.8 million<br><b>Oceania:</b> 260.6 million"
2012,Australia,735.14,82.78,2389.71,948.75,20.56,1156.55,"<b>Africa:</b> 735.1 million<br><b>America:</b> 82.8 million<br><b>Asia:</b> 2,389.7 million<br><b>Developing countries, unspecified:</b> 948.8 million<br><b>Europe:</b> 20.6 million<br><b>Oceania:</b> 1,156.5 million"
2012,Austria,456.73,54.9,194.89,161.68,220.1,3.76,"<b>Africa:</b> 456.7 million<br><b>America:</b> 54.9 million<br><b>Asia:</b> 194.9 million<br><b>Developing countries, unspecified:</b> 161.7 million<br><b>Europe:</b> 220.1 million<br><b>Oceania:</b> 3.8 million"
2012,Belgium,1161.32,141.92,282.11,556.77,147.2,5.61,"<b>Africa:</b> 1,161.3 million<br><b>America:</b> 141.9 million<br><b>Asia:</b> 282.1 million<br><b>Developing countries, unspecified:</b> 556.8 million<br><b>Europe:</b> 147.2 million<br><b>Oceania:</b> 5.6 million"
2012,Canada,2707.35,953.59,1122.04,597.9,116.13,13.63,"<b>Africa:</b> 2,707.3 million<br><b>America:</b> 953.6 million<br><b>Asia:</b> 1,122.0 million<br><b>Developing countries, unspecified:</b> 597.9 million<br><b>Europe:</b> 116.1 million<br><b>Oceania:</b> 13.6 million"
2012,Czech Republic,72.87,10.44,55.45,18.04,56.46,0.71,"<b>Africa:</b> 72.9 million<br><b>America:</b> 10.4 million<br><b>Asia:</b> 55.5 million<br><b>Developing countries, unspecified:</b> 18.0 million<br><b>Europe:</b> 56.5 million<br><b>Oceania:</b> 0.7 million"
2012,Denmark,1168.63,107.42,556.52,767.73,77.08,4.33,"<b>Africa:</b> 1,168.6 million<br><b>America:</b> 107.4 million<br><b>Asia:</b> 556.5 million<br><b>Developing countries, unspecified:</b> 767.7 million<br><b>Europe:</b> 77.1 million<br><b>Oceania:</b> 4.3 million"
2012,EU Institutions,7228.78,1215.32,2623.05,922.27,5346.52,87.54,"<b>Africa:</b> 7,228.8 million<br><b>America:</b> 1,215.3 million<br><b>Asia:</b> 2,623.1 million<br><b>Developing countries, unspecified:</b> 922.3 million<br><b>Europe:</b> 5,346.5 million<br><b>Oceania:</b> 87.5 million"
2012,Finland,570.12,83.93,284.0,287.8,82.56,3.57,"<b>Africa:</b> 570.1 million<br><b>America:</b> 83.9 million<br><b>Asia:</b> 284.0 million<br><b>Developing countries, unspecified:</b> 287.8 million<br><b>Europe:</b> 82.6 million<br><b>Oceania:</b> 3.6 million"
2012,France,6074.41,1632.38,1791.1,1347.68,817.75,161.32,"<b>Africa:</b> 6,074.4 million<br><b>America:</b> 1,632.4 million<br><b>Asia:</b> 1,791.1 million<br><b>Developing countries, unspecified:</b> 1,347.7 million<br><b>Europe:</b> 817.8 million<br><b>Oceania:</b> 161.3 million"
2012,Germany,4833.62,1112.21,3678.79,2005.2,1217.87,40.12,"<b>Africa:</b> 4,833.6 million<br><b>America:</b> 1,112.2 million<br><b>Asia:</b> 3,678.8 million<br><b>Developing countries, unspecified:</b> 2,005.2 million<br><b>Europe:</b> 1,217.9 million<br><b>Oceania:</b> 40.1 million"
2012,Greece,96.38,16.21,47.94,47.96,112.95,1.09,"<b>Africa:</b> 96.4 million<br><b>America:</b> 16.2 million<br><b>Asia:</b> 47.9 million<br><b>Developing countries, unspecified:</b> 48.0 million<br><b>Europe:</b> 112.9 million<br><b>Oceania:</b> 1.1 million"
2012,Hungary,41.7,6.27,20.63,13.96,34.51,0.46,"<b>Africa:</b> 41.7 million<br><b>America:</b> 6.3 million<br><b>Asia:</b> 20.6 million<br><b>Developing countries, unspecified:</b> 14.0 million<br><b>Europe:</b> 34.5 million<br><b>Oceania:</b> 0.5 million"
2012,Iceland,12.06,1.3,3.44,8.75,0.31,0.02,"<b>Africa:</b> 12.1 million<br><b>America:</b> 1.3 million<br><b>Asia:</b> 3.4 million<br><b>Developing countries, unspecified:</b> 8.8 million<br><b>Europe:</b> 0.3 million<br><b>Oceania:</b> 0.0 million"
2012,Ireland,470.05,28.73,114.96,145.72,44.73,1.69,"<b>Africa:</b> 470.1 million<br><b>America:</b> 28.7 million<br><b>Asia:</b> 115.0 million<br><b>Developing countries, unspecified:</b> 145.7 million<br><b>Europe:</b> 44.7 million<br><b>Oceania:</b> 1.7 million"
2012,Italy,1002.13,161.8,500.73,476.28,517.14,12.75,"<b>Africa:</b> 1,002.1 million<br><b>America:</b> 161.8 million<br><b>Asia:</b> 500.7 million<br><b>Developing countries, unspecified:</b> 476.3 million<br><b>Europe:</b> 517.1 million<br><b>Oceania:</b> 12.8 million"
2012,Japan,3359.25,-20.15,4631.15,1818.87,139.54,189.37,"<b>Africa:</b> 3,359.2 million<br><b>America:</b> -20.2 million<br><b>Asia:</b> 4,631.1 million<br><b>Developing countries, unspecified:</b> 1,818.9 million<br><b>Europe:</b> 139.5 million<br><b>Oceania:</b> 189.4 million"
2012,Luxembourg,160.96,38.1,79.94,79.44,36.69,1.13,"<b>Africa:</b> 161.0 million<br><b>America:</b> 38.1 million<br><b>Asia:</b> 79.9 million<br><b>Developing countries, unspecified:</b> 79.4 million<br><b>Europe:</b> 36.7 million<br><b>Oceania:</b> 1.1 million"
2012,Netherlands,1432.36,195.27,618.96,2887.2,253.66,8.97,"<b>Africa:</b> 1,432.4 million<br><b>America:</b> 195.3 million<br><b>Asia:</b> 619.0 million<br><b>Developing countries, unspecified:</b> 2,887.2 million<br><b>Europe:</b> 253.7 million<br><b>Oceania:</b> 9.0 million"
2012,New Zealand,26.76,4.82,101.5,62.75,1.88,229.29,"<b>Africa:</b> 26.8 million<br><b>America:</b> 4.8 million<br><b>Asia:</b> 101.5 million<br><b>Developing countries, unspecified:</b> 62.8 million<br><b>Europe:</b> 1.9 million<br><b>Oceania:</b> 229.3 million"
2012,Norway,1503.42,421.2,918.09,1645.69,142.55,9.11,"<b>Africa:</b> 1,503.4 million<br><b>America:</b> 421.2 million<br><b>Asia:</b> 918.1 million<br><b>Developing countries, unspecified:</b> 1,645.7 million<br><b>Europe:</b> 142.6 million<br><b>Oceania:</b> 9.1 million"
2012,Poland,127.09,21.73,114.76,36.5,117.61,1.58,"<b>Africa:</b> 127.1 million<br><b>America:</b> 21.7 million<br><b>Asia:</b> 114.8 million<br><b>Developing countries, unspecified:</b> 36.5 million<br><b>Europe:</b> 117.6 million<br><b>Oceania:</b> 1.6 million"
2012,Portugal,413.51,20.56,61.69,27.56,48.86,1.18,"<b>Africa:</b> 413.5 million<br><b>America:</b> 20.6 million<br><b>Asia:</b> 61.7 million<br><b>Developing countries, unspecified:</b> 27.6 million<br><b>Europe:</b> 48.9 million<br><b>Oceania:</b> 1.2 million"
2012,Slovakia,28.14,4.21,11.23,13.79,21.56,0.29,"<b>Africa:</b> 28.1 million<br><b>America:</b> 4.2 million<br><b>Asia:</b> 11.2 million<br><b>Developing countries, unspecified:</b> 13.8 million<br><b>Europe:</b> 21.6 million<br><b>Oceania:</b> 0.3 million"
2012,Slovenia,17.5,2.67,7.55,9.65,20.18,0.2,"<b>Africa:</b> 17.5 million<br><b>America:</b> 2.7 million<br><b>Asia:</b> 7.6 million<br><b>Developing countries, unspecified:</b> 9.7 million<br><b>Europe:</b> 20.2 million<br><b>Oceania:</b> 0.2 million"
2012,South Korea,422.82,105.6,826.2,192.67,25.73,9.41,"<b>Africa:</b> 422.8 million<br><b>America:</b> 105.6 million<br><b>Asia:</b> 826.2 million<br><b>Developing countries, unspecified:</b> 192.7 million<br><b>Europe:</b> 25.7 million<br><b>Oceania:</b> 9.4 million"
2012,Spain,718.47,346.41,259.62,382.43,296.4,5.31,"<b>Africa:</b> 718.5 million<br><b>America:</b> 346.4 million<br><b>Asia:</b> 259.6 million<br><b>Developing countries, unspecified:</b> 382.4 million<br><b>Europe:</b> 296.4 million<br><b>Oceania:</b> 5.3 million"
2012,Sweden,1978.33,207.71,889.63,1811.43,303.99,10.8,"<b>Africa:</b> 1,978.3 million<br><b>America:</b> 207.7 million<br><b>Asia:</b> 889.6 million<br><b>Developing countries, unspecified:</b> 1,811.4 million<br><b>Europe:</b> 304.0 million<br><b>Oceania:</b> 10.8 million"
2012,Switzerland,827.06,213.35,591.23,1179.87,186.72,4.13,"<b>Africa:</b> 827.1 million<br><b>America:</b> 213.4 million<br><b>Asia:</b> 591.2 million<br><b>Developing countries, unspecified:</b> 1,179.9 million<br><b>Europe:</b> 186.7 million<br><b>Oceania:</b> 4.1 million"
2012,United Kingdom,5677.11,504.19,3225.35,3071.39,670.66,33.27,"<b>Africa:</b> 5,677.1 million<br><b>America:</b> 504.2 million<br><b>Asia:</b> 3,225.3 million<br><b>Developing countries, unspecified:</b> 3,071.4 million<br><b>Europe:</b> 670.7 million<br><b>Oceania:</b> 33.3 million"
2012,United States,11376.5,2251.79,8407.9,7289.66,604.33,255.36,"<b>Africa:</b> 11,376.5 million<br><b>America:</b> 2,251.8 million<br><b>Asia:</b> 8,407.9 million<br><b>Developing countries, unspecified:</b> 7,289.7 million<br><b>Europe:</b> 604.3 million<br><b>Oceania:</b> 255.4 million"
2013,Australia,583.1,55.46,2015.54,1089.96,12.09,1051.24,"<b>Africa:</b> 583.1 million<br><b>America:</b> 55.5 million<br><b>Asia:</b> 2,015.5 million<br><b>Developing countries, unspecified:</b> 1,090.0 million<br><b>Europe:</b> 12.1 million<br><b>Oceania:</b> 1,051.2 million"
2013,Austria,385.5,58.11,309.63,184.64,219.87,4.77,"<b>Africa:</b> 385.5 million<br><b>America:</b> 58.1 million<br><b>Asia:</b> 309.6 million<br><b>Developing countries, unspecified:</b> 184.6 million<br><b>Europe:</b> 219.9 million<br><b>Oceania:</b> 4.8 million"
2013,Belgium,994.96,149.64,330.29,629.19,165.86,6.84,"<b>Africa:</b> 995.0 million<br><b>America:</b> 149.6 million<br><b>Asia:</b> 330.3 million<br><b>Developing countries, unspecified:</b> 629.2 million<br><b>Europe:</b> 165.9 million<br><b>Oceania:</b> 6.8 million"
2013,Canada,2196.32,513.94,1494.58,558.6,63.15,15.85,"<b>Africa:</b> 2,196.3 million<br><b>America:</b> 513.9 million<br><b>Asia:</b> 1,494.6 million<br><b>Developing countries, unspecified:</b> 558.6 million<br><b>Europe:</b> 63.1 million<br><b>Oceania:</b> 15.8 million"
2013,Czech Republic,65.11,10.52,52.38,19.43,56.63,0.89,"<b>Africa:</b> 65.1 million<br><b>America:</b> 10.5 million<br><b>Asia:</b> 52.4 million<br><b>Developing countries, unspecified:</b> 19.4 million<br><b>Europe:</b> 56.6 million<br><b>Oceania:</b> 0.9 million"
2013,Denmark,1065.2,40.4,549.41,1126.27,115.32,4.55,"<b>Africa:</b> 1,065.2 million<br><b>America:</b> 40.4 million<br><b>Asia:</b> 549.4 million<br><b>Developing countries, unspecified:</b> 1,126.3 million<br><b>Europe:</b> 115.3 million<br><b>Oceania:</b> 4.5 million"
2013,EU Institutions,5975.67,976.98,2966.5,1023.6,4819.26,94.44,"<b>Africa:</b> 5,975.7 million<br><b>America:</b> 977.0 million<br><b>Asia:</b> 2,966.5 million<br><b>Developing countries, unspecified:</b> 1,023.6 million<br><b>Europe:</b> 4,819.3 million<br><b>Oceania:</b> 94.4 million"
2013,Finland,592.11,87.21,347.47,305.73,90.26,4.96,"<b>Africa:</b> 592.1 million<br><b>America:</b> 87.2 million<br><b>Asia:</b> 347.5 million<br><b>Developing countries, unspecified:</b> 305.7 million<br><b>Europe:</b> 90.3 million<br><b>Oceania:</b> 5.0 million"
2013,France,5167.53,1022.54,2548.05,1298.48,885.01,153.61,"<b>Africa:</b> 5,167.5 million<br><b>America:</b> 1,022.5 million<br><b>Asia:</b> 2,548.1 million<br><b>Developing countries, unspecified:</b> 1,298.5 million<br><b>Europe:</b> 885.0 million<br><b>Oceania:</b> 153.6 million"
2013,Germany,4468.57,1594.43,4301.35,2283.52,1467.29,47.02,"<b>Africa:</b> 4,468.6 million<br><b>America:</b> 1,594.4 million<br><b>Asia:</b> 4,301.4 million<br><b>Developing countries, unspecified:</b> 2,283.5 million<br><b>Europe:</b> 1,467.3 million<br><b>Oceania:</b> 47.0 million"
2013,Greece,73.14,13.54,36.89,47.06,65.05,1.11,"<b>Africa:</b> 73.1 million<br><b>America:</b> 13.5 million<br><b>Asia:</b> 36.9 million<br><b>Developing countries, unspecified:</b> 47.1 million<br><b>Europe:</b> 65.0 million<br><b>Oceania:</b> 1.1 million"
2013,Hungary,37.82,6.09,24.2,19.32,40.09,0.49,"<b>Africa:</b> 37.8 million<br><b>America:</b> 6.1 million<br><b>Asia:</b> 24.2 million<br><b>Developing countries, unspecified:</b> 19.3 million<br><b>Europe:</b> 40.1 million<br><b>Oceania:</b> 0.5 million"
2013,Iceland,17.15,0.52,5.16,10.81,0.58,0.02,"<b>Africa:</b> 17.2 million<br><b>America:</b> 0.5 million<br><b>Asia:</b> 5.2 million<br><b>Developing countries, unspecified:</b> 10.8 million<br><b>Europe:</b> 0.6 million<br><b>Oceania:</b> 0.0 million"
2013,Ireland,474.79,27.42,139.49,150.53,48.81,2.19,"<b>Africa:</b> 474.8 million<br><b>America:</b> 27.4 million<br><b>Asia:</b> 139.5 million<br><b>Developing countries, unspecified:</b> 150.5 million<br><b>Europe:</b> 48.8 million<br><b>Oceania:</b> 2.2 million"
2013,Italy,1188.35,186.39,716.25,684.77,547.8,18.19,"<b>Africa:</b> 1,188.3 million<br><b>America:</b> 186.4 million<br><b>Asia:</b> 716.2 million<br><b>Developing countries, unspecified:</b> 684.8 million<br><b>Europe:</b> 547.8 million<br><b>Oceania:</b> 18.2 million"
2013,Japan,3281.19,108.53,6281.99,1538.41,63.86,169.91,"<b>Africa:</b> 3,281.2 million<br><b>America:</b> 108.5 million<br><b>Asia:</b> 6,282.0 million<br><b>Developing countries, unspecified:</b> 1,538.4 million<br><b>Europe:</b> 63.9 million<br><b>Oceania:</b> 169.9 million"
2013,Luxembourg,175.07,41.98,101.37,76.82,30.35,1.23,"<b>Africa:</b> 175.1 million<br><b>America:</b> 42.0 million<br><b>Asia:</b> 101.4 million<br><b>Developing countries, unspecified:</b> 76.8 million<br><b>Europe:</b> 30.4 million<br><b>Oceania:</b> 1.2 million"
2013,Netherlands,1707.06,170.51,697.09,2591.27,252.37,9.86,"<b>Africa:</b> 1,707.1 million<br><b>America:</b> 170.5 million<br><b>Asia:</b> 697.1 million<br><b>Developing countries, unspecified:</b> 2,591.3 million<br><b>Europe:</b> 252.4 million<br><b>Oceania:</b> 9.9 million"
2013,New Zealand,40.72,6.67,100.75,68.61,2.23,223.34,"<b>Africa:</b> 40.7 million<br><b>America:</b> 6.7 million<br><b>Asia:</b> 100.8 million<br><b>Developing countries, unspecified:</b> 68.6 million<br><b>Europe:</b> 2.2 million<br><b>Oceania:</b> 223.3 million"
2013,Norway,1595.84,865.04,1062.47,1812.82,126.93,9.01,"<b>Africa:</b> 1,595.8 million<br><b>America:</b> 865.0 million<br><b>Asia:</b> 1,062.5 million<br><b>Developing countries, unspecified:</b> 1,812.8 million<br><b>Europe:</b> 126.9 million<br><b>Oceania:</b> 9.0 million"
2013,Poland,171.0,23.56,92.36,45.33,137.96,1.96,"<b>Africa:</b> 171.0 million<br><b>America:</b> 23.6 million<br><b>Asia:</b> 92.4 million<br><b>Developing countries, unspecified:</b> 45.3 million<br><b>Europe:</b> 138.0 million<br><b>Oceania:</b> 2.0 million"
2013,Portugal,313.79,19.25,61.64,33.31,52.34,1.04,"<b>Africa:</b> 313.8 million<br><b>America:</b> 19.2 million<br><b>Asia:</b> 61.6 million<br><b>Developing countries, unspecified:</b> 33.3 million<br><b>Europe:</b> 52.3 million<br><b>Oceania:</b> 1.0 million"
2013,Slovakia,29.36,4.49,17.15,10.21,23.73,0.38,"<b>Africa:</b> 29.4 million<br><b>America:</b> 4.5 million<br><b>Asia:</b> 17.1 million<br><b>Developing countries, unspecified:</b> 10.2 million<br><b>Europe:</b> 23.7 million<br><b>Oceania:</b> 0.4 million"
2013,Slovenia,16.47,2.99,8.69,11.53,21.26,0.25,"<b>Africa:</b> 16.5 million<br><b>America:</b> 3.0 million<br><b>Asia:</b> 8.7 million<br><b>Developing countries, unspecified:</b> 11.5 million<br><b>Europe:</b> 21.3 million<br><b>Oceania:</b> 0.2 million"
2013,South Korea,444.63,118.23,936.79,206.47,11.48,9.97,"<b>Africa:</b> 444.6 million<br><b>America:</b> 118.2 million<br><b>Asia:</b> 936.8 million<br><b>Developing countries, unspecified:</b> 206.5 million<br><b>Europe:</b> 11.5 million<br><b>Oceania:</b> 10.0 million"
2013,Spain,868.79,339.47,276.42,365.17,325.07,6.99,"<b>Africa:</b> 868.8 million<br><b>America:</b> 339.5 million<br><b>Asia:</b> 276.4 million<br><b>Developing countries, unspecified:</b> 365.2 million<br><b>Europe:</b> 325.1 million<br><b>Oceania:</b> 7.0 million"
2013,Sweden,1959.13,227.34,1199.61,2074.53,303.03,14.51,"<b>Africa:</b> 1,959.1 million<br><b>America:</b> 227.3 million<br><b>Asia:</b> 1,199.6 million<br><b>Developing countries, unspecified:</b> 2,074.5 million<br><b>Europe:</b> 303.0 million<br><b>Oceania:</b> 14.5 million"
2013,Switzerland,881.28,231.57,754.97,1041.24,218.07,4.88,"<b>Africa:</b> 881.3 million<br><b>America:</b> 231.6 million<br><b>Asia:</b> 755.0 million<br><b>Developing countries, unspecified:</b> 1,041.2 million<br><b>Europe:</b> 218.1 million<br><b>Oceania:</b> 4.9 million"
2013,United Kingdom,7051.93,555.68,4852.43,3733.88,721.37,55.27,"<b>Africa:</b> 7,051.9 million<br><b>America:</b> 555.7 million<br><b>Asia:</b> 4,852.4 million<br><b>Developing countries, unspecified:</b> 3,733.9 million<br><b>Europe:</b> 721.4 million<br><b>Oceania:</b> 55.3 million"
2013,United States,11832.27,2061.73,8551.87,7366.47,546.27,256.2,"<b>Africa:</b> 11,832.3 million<br><b>America:</b> 2,061.7 million<br><b>Asia:</b> 8,551.9 million<br><b>Developing countries, unspecified:</b> 7,366.5 million<br><b>Europe:</b> 546.3 million<br><b>Oceania:</b> 256.2 million"
2014,Australia,501.15,57.48,1977.28,914.29,12.19,860.43,"<b>Africa:</b> 501.1 million<br><b>America:</b> 57.5 million<br><b>Asia:</b> 1,977.3 million<br><b>Developing countries, unspecified:</b> 914.3 million<br><b>Europe:</b> 12.2 million<br><b>Oceania:</b> 860.4 million"
2014,Austria,346.56,52.59,361.86,235.88,229.14,3.49,"<b>Africa:</b> 346.6 million<br><b>America:</b> 52.6 million<br><b>Asia:</b> 361.9 million<br><b>Developing countries, unspecified:</b> 235.9 million<br><b>Europe:</b> 229.1 million<br><b>Oceania:</b> 3.5 million"
2014,Belgium,1007.22,155.49,345.85,733.77,175.45,6.85,"<b>Africa:</b> 1,007.2 million<br><b>America:</b> 155.5 million<br><b>Asia:</b> 345.8 million<br><b>Developing countries, unspecified:</b> 733.8 million<br><b>Europe:</b> 175.4 million<br><b>Oceania:</b> 6.8 million"
2014,Canada,1754.96,466.48,1197.07,445.18,289.23,8.29,"<b>Africa:</b> 1,755.0 million<br><b>America:</b> 466.5 million<br><b>Asia:</b> 1,197.1 million<br><b>Developing countries, unspecified:</b> 445.2 million<br><b>Europe:</b> 289.2 million<br><b>Oceania:</b> 8.3 million"
2014,Czech Republic,64.17,9.31,44.09,31.29,62.26,0.81,"<b>Africa:</b> 64.2 million<br><b>America:</b> 9.3 million<br><b>Asia:</b> 44.1 million<br><b>Developing countries, unspecified:</b> 31.3 million<br><b>Europe:</b> 62.3 million<br><b>Oceania:</b> 0.8 million"
2014,Denmark,986.46,82.59,595.67,1190.35,139.97,4.92,"<b>Africa:</b> 986.5 million<br><b>America:</b> 82.6 million<br><b>Asia:</b> 595.7 million<br><b>Developing countries, unspecified:</b> 1,190.3 million<br><b>Europe:</b> 140.0 million<br><b>Oceania:</b> 4.9 million"
2014,EU Institutions,6754.05,711.48,2837.77,1148.45,4878.68,95.42,"<b>Africa:</b> 6,754.1 million<br><b>America:</b> 711.5 million<br><b>Asia:</b> 2,837.8 million<br><b>Developing countries, unspecified:</b> 1,148.5 million<br><b>Europe:</b> 4,878.7 million<br><b>Oceania:</b> 95.4 million"
2014,Finland,717.46,89.05,400.66,321.27,96.93,6.62,"<b>Africa:</b> 717.5 million<br><b>America:</b> 89.0 million<br><b>Asia:</b> 400.7 million<br><b>Developing countries, unspecified:</b> 321.3 million<br><b>Europe:</b> 96.9 million<br><b>Oceania:</b> 6.6 million"
2014,France,4533.16,1316.53,1822.16,1654.04,1010.65,146.15,"<b>Africa:</b> 4,533.2 million<br><b>America:</b> 1,316.5 million<br><b>Asia:</b> 1,822.2 million<br><b>Developing countries, unspecified:</b> 1,654.0 million<br><b>Europe:</b> 1,010.6 million<br><b>Oceania:</b> 146.2 million"
2014,Germany,5218.15,2103.08,4833.83,2499.15,1856.06,43.24,"<b>Africa:</b> 5,218.1 million<br><b>America:</b> 2,103.1 million<br><b>Asia:</b> 4,833.8 million<br><b>Developing countries, unspecified:</b> 2,499.2 million<br><b>Europe:</b> 1,856.1 million<br><b>Oceania:</b> 43.2 million"
2014,Greece,78.82,11.93,36.48,48.17,65.37,1.08,"<b>Africa:</b> 78.8 million<br><b>America:</b> 11.9 million<br><b>Asia:</b> 36.5 million<br><b>Developing countries, unspecified:</b> 48.2 million<br><b>Europe:</b> 65.4 million<br><b>Oceania:</b> 1.1 million"
2014,Hungary,43.35,5.96,27.79,27.5,33.93,0.58,"<b>Africa:</b> 43.4 million<br><b>America:</b> 6.0 million<br><b>Asia:</b> 27.8 million<br><b>Developing countries, unspecified:</b> 27.5 million<br><b>Europe:</b> 33.9 million<br><b>Oceania:</b> 0.6 million"
2014,Iceland,17.28,0.32,5.09,13.39,1.17,0.02,"<b>Africa:</b> 17.3 million<br><b>America:</b> 0.3 million<br><b>Asia:</b> 5.1 million<br><b>Developing countries, unspecified:</b> 13.4 million<br><b>Europe:</b> 1.2 million<br><b>Oceania:</b> 0.0 million"
2014,Ireland,453.81,26.35,135.93,139.42,51.89,1.9,"<b>Africa:</b> 453.8 million<br><b>America:</b> 26.4 million<br><b>Asia:</b> 135.9 million<br><b>Developing countries, unspecified:</b> 139.4 million<br><b>Europe:</b> 51.9 million<br><b>Oceania:</b> 1.9 million"
2014,Italy,1285.75,182.3,738.89,1150.21,568.49,16.14,"<b>Africa:</b> 1,285.8 million<br><b>America:</b> 182.3 million<br><b>Asia:</b> 738.9 million<br><b>Developing countries, unspecified:</b> 1,150.2 million<br><b>Europe:</b> 568.5 million<br><b>Oceania:</b> 16.1 million"
2014,Japan,2927.37,177.48,4250.11,1604.77,256.57,143.13,"<b>Africa:</b> 2,927.4 million<br><b>America:</b> 177.5 million<br><b>Asia:</b> 4,250.1 million<br><b>Developing countries, unspecified:</b> 1,604.8 million<br><b>Europe:</b> 256.6 million<br><b>Oceania:</b> 143.1 million"
2014,Luxembourg,185.41,35.91,94.85,73.22,28.39,0.83,"<b>Africa:</b> 185.4 million<br><b>America:</b> 35.9 million<br><b>Asia:</b> 94.8 million<br><b>Developing countries, unspecified:</b> 73.2 million<br><b>Europe:</b> 28.4 million<br><b>Oceania:</b> 0.8 million"
2014,Netherlands,1484.79,115.02,570.59,3123.77,238.76,7.7,"<b>Africa:</b> 1,484.8 million<br><b>America:</b> 115.0 million<br><b>Asia:</b> 570.6 million<br><b>Developing countries, unspecified:</b> 3,123.8 million<br><b>Europe:</b> 238.8 million<br><b>Oceania:</b> 7.7 million"
